Age Range,Gender,Location,Language,Interest,Device Type,Online Purchase Behavior,Ad Engagement (Clicks/Views),Time Spent on Platform (mins),Page Likes,Ad Impressions,Recent Ad Interaction,Ad Placement,Ad Format,Lookalike Score
55+,Male,Texas,English,Food,Tablet,Frequent,28,22.3,10,34,Ignored,Messenger,Image,0.4
55+,Female,Illinois,English,Food,Tablet,Frequent,85,42,19,2,Ignored,Messenger,Video,0.01
35-44,Male,Texas,French,Gaming,Mobile,Frequent,65,20.8,8,20,Clicked,Messenger,Video,0.56
18-24,Female,Texas,French,Technology,Tablet,Frequent,43,14.8,9,38,Clicked,Feed,Carousel,0.25
45-54,Male,Florida,French,Technology,Mobile,Frequent,97,33,13,46,Ignored,Stories,Carousel,0.25
55+,Male,New York,Spanish,Technology,Desktop,Occasional,56,16.3,7,24,Ignored,Stories,Video,0.8
35-44,Non-binary,Florida,Spanish,Food,Mobile,Occasional,10,6.4,12,9,Viewed,Stories,Carousel,0.32
45-54,Female,Texas,Spanish,Gaming,Mobile,Frequent,71,37.6,12,33,Ignored,Feed,Video,0.16
45-54,Male,Florida,Spanish,Fitness,Tablet,Occasional,13,112.9,13,9,Viewed,Feed,Carousel,0.28
35-44,Non-binary,Illinois,Spanish,Gaming,Desktop,Frequent,84,55.8,7,38,Viewed,Stories,Image,0.98
25-34,Non-binary,Texas,English,Fitness,Tablet,Occasional,56,9.3,14,38,Clicked,Messenger,Video,0.65
35-44,Male,Texas,Hindi,Food,Tablet,Occasional,97,15.3,9,18,Clicked,Stories,Carousel,0.45
18-24,Female,Illinois,French,Fitness,Mobile,Occasional,38,41.5,17,47,Viewed,Messenger,Carousel,0
45-54,Non-binary,New York,Spanish,Gaming,Desktop,Rare,75,3.8,6,38,Ignored,Feed,Image,0.86
25-34,Female,Texas,English,Gaming,Desktop,Occasional,7,17.2,9,32,Ignored,Feed,Image,0.27
45-54,Male,Florida,French,Fitness,Desktop,Frequent,47,14.9,10,32,Ignored,Messenger,Video,0.12
25-34,Female,California,English,Travel,Desktop,Occasional,42,0.1,10,38,Viewed,Stories,Image,0.95
35-44,Female,California,Hindi,Travel,Tablet,Frequent,81,35.3,10,49,Ignored,Stories,Carousel,0.72
55+,Male,Illinois,Chinese,Technology,Tablet,Frequent,29,54.8,14,22,Ignored,Messenger,Image,0.24
25-34,Non-binary,New York,Chinese,Technology,Desktop,Frequent,89,37.5,10,21,Ignored,Stories,Carousel,0.07
18-24,Male,Illinois,Chinese,Travel,Desktop,Occasional,68,5.8,13,38,Viewed,Messenger,Video,0.33
25-34,Non-binary,Illinois,Spanish,Gaming,Tablet,Frequent,29,15.4,10,2,Ignored,Stories,Carousel,0.31
55+,Non-binary,Illinois,French,Food,Tablet,Frequent,25,57,3,47,Clicked,Feed,Image,0.7
35-44,Non-binary,California,Hindi,Gaming,Tablet,Frequent,50,40.3,14,19,Viewed,Stories,Image,0.98
35-44,Non-binary,Illinois,Spanish,Travel,Tablet,Occasional,32,29.8,8,31,Viewed,Feed,Image,0.93
45-54,Male,California,Chinese,Fitness,Desktop,Frequent,48,40,15,23,Ignored,Stories,Video,0.44
25-34,Male,Florida,Spanish,Fitness,Mobile,Rare,41,33.7,9,19,Clicked,Messenger,Image,0.75
45-54,Female,Florida,Hindi,Food,Mobile,Frequent,67,36.9,8,29,Ignored,Feed,Image,0.6
55+,Female,New York,English,Travel,Desktop,Occasional,11,22.8,6,21,Ignored,Stories,Video,0.3
35-44,Male,New York,English,Gaming,Desktop,Frequent,46,4.8,10,39,Ignored,Messenger,Video,0.13
25-34,Male,California,Spanish,Technology,Tablet,Occasional,77,25.1,7,4,Ignored,Feed,Image,0.87
35-44,Non-binary,Florida,Hindi,Travel,Tablet,Frequent,34,6.7,9,31,Viewed,Messenger,Image,0.57
55+,Female,New York,Chinese,Fitness,Tablet,Frequent,46,51.6,13,27,Clicked,Feed,Video,0.18
55+,Non-binary,Texas,French,Technology,Tablet,Frequent,16,9.2,10,43,Viewed,Feed,Image,0.14
45-54,Female,Texas,English,Food,Desktop,Frequent,30,27.4,6,4,Clicked,Messenger,Image,0.09
18-24,Male,New York,English,Travel,Desktop,Occasional,19,6.9,10,27,Clicked,Messenger,Image,0.73
18-24,Male,California,English,Gaming,Mobile,Occasional,96,2.3,15,14,Clicked,Stories,Carousel,0.81
25-34,Non-binary,Texas,Chinese,Food,Mobile,Frequent,81,29.1,14,12,Viewed,Messenger,Carousel,0.81
55+,Non-binary,Florida,French,Fitness,Mobile,Rare,54,21,17,3,Clicked,Messenger,Carousel,0.85
35-44,Male,New York,English,Food,Mobile,Occasional,26,12.2,10,29,Viewed,Feed,Image,0.66
35-44,Non-binary,Texas,English,Fitness,Tablet,Frequent,45,91.1,11,29,Viewed,Stories,Image,0.69
25-34,Female,Texas,Chinese,Food,Desktop,Occasional,13,3.6,7,13,Clicked,Stories,Carousel,0.92
35-44,Female,New York,Spanish,Gaming,Desktop,Rare,3,8.9,9,38,Ignored,Feed,Carousel,0.06
18-24,Non-binary,Illinois,Chinese,Travel,Desktop,Occasional,87,8.6,11,7,Viewed,Messenger,Carousel,0.07
55+,Male,Florida,French,Gaming,Desktop,Occasional,70,56.7,17,37,Viewed,Stories,Carousel,0.69
55+,Male,Illinois,French,Gaming,Desktop,Frequent,34,61.8,26,34,Viewed,Feed,Carousel,0.67
55+,Non-binary,Texas,English,Technology,Tablet,Frequent,38,19.5,13,12,Viewed,Stories,Image,0.08
55+,Male,California,English,Food,Mobile,Occasional,42,19.3,10,12,Viewed,Messenger,Carousel,0.65
55+,Male,Illinois,Spanish,Fitness,Tablet,Occasional,97,44.8,8,25,Ignored,Feed,Carousel,0.12
25-34,Non-binary,Florida,English,Gaming,Desktop,Rare,97,28.5,12,11,Clicked,Stories,Carousel,0.36
18-24,Female,Florida,English,Fitness,Desktop,Rare,4,28.2,7,9,Clicked,Messenger,Carousel,0.07
18-24,Non-binary,California,Spanish,Technology,Desktop,Frequent,68,41.8,8,29,Viewed,Stories,Video,0.94
18-24,Male,Illinois,English,Fitness,Tablet,Occasional,48,7.2,5,46,Viewed,Messenger,Video,0.74
35-44,Female,New York,English,Food,Mobile,Occasional,71,6.1,10,44,Clicked,Stories,Carousel,0.24
25-34,Non-binary,New York,English,Food,Desktop,Frequent,56,34.9,11,47,Clicked,Feed,Image,0.44
45-54,Male,Florida,French,Fitness,Tablet,Occasional,97,2.3,11,37,Ignored,Feed,Video,0.96
45-54,Male,New York,French,Food,Tablet,Occasional,52,1,9,12,Clicked,Messenger,Video,0.15
55+,Female,Florida,Chinese,Gaming,Desktop,Occasional,43,70.5,9,12,Viewed,Stories,Video,0.75
25-34,Male,California,Spanish,Gaming,Tablet,Occasional,63,12.3,10,20,Viewed,Stories,Carousel,0.31
35-44,Male,California,Hindi,Food,Tablet,Frequent,57,2.4,10,48,Ignored,Stories,Image,0.47
18-24,Female,Texas,Spanish,Food,Tablet,Occasional,22,56.9,4,25,Viewed,Messenger,Carousel,0.24
45-54,Female,New York,Hindi,Technology,Mobile,Occasional,66,67.5,6,38,Viewed,Messenger,Carousel,0.34
35-44,Male,California,English,Gaming,Desktop,Rare,99,85.9,14,15,Viewed,Messenger,Video,0.84
25-34,Male,Texas,Spanish,Gaming,Mobile,Rare,29,6.4,8,44,Clicked,Messenger,Image,0.35
35-44,Male,New York,Spanish,Fitness,Mobile,Occasional,74,43.2,12,48,Clicked,Stories,Image,0.51
55+,Male,Texas,English,Gaming,Tablet,Occasional,85,23.9,14,7,Ignored,Messenger,Video,0.84
25-34,Female,Florida,English,Technology,Tablet,Rare,33,2.4,10,8,Ignored,Messenger,Carousel,0.49
35-44,Non-binary,Illinois,English,Food,Desktop,Occasional,91,13,17,13,Viewed,Stories,Video,0.82
25-34,Male,California,French,Food,Mobile,Frequent,79,1.2,13,13,Clicked,Feed,Image,0.32
45-54,Non-binary,California,Spanish,Fitness,Tablet,Occasional,1,7.2,8,34,Ignored,Stories,Video,0.94
55+,Non-binary,Illinois,French,Technology,Mobile,Occasional,39,45.6,7,42,Clicked,Feed,Image,0.58
45-54,Male,New York,Chinese,Food,Desktop,Frequent,54,18.2,8,48,Viewed,Messenger,Carousel,0.35
35-44,Male,California,Chinese,Food,Desktop,Occasional,60,18.7,7,9,Ignored,Messenger,Carousel,0.8
45-54,Male,California,English,Gaming,Mobile,Occasional,69,29.2,4,38,Viewed,Messenger,Video,0.82
55+,Male,Texas,Chinese,Food,Desktop,Rare,27,27.8,10,31,Ignored,Feed,Carousel,0.43
35-44,Female,California,French,Food,Desktop,Frequent,66,0.2,17,36,Viewed,Stories,Video,0.08
45-54,Non-binary,Texas,English,Technology,Desktop,Frequent,66,38.9,10,15,Viewed,Feed,Video,0.27
25-34,Female,New York,Spanish,Gaming,Tablet,Occasional,28,0.7,8,43,Viewed,Stories,Video,0.63
18-24,Male,Florida,Hindi,Travel,Tablet,Frequent,28,9.8,11,28,Ignored,Messenger,Carousel,0.72
18-24,Male,California,English,Gaming,Tablet,Occasional,98,9.7,11,28,Viewed,Messenger,Image,0.39
25-34,Non-binary,Florida,English,Gaming,Desktop,Occasional,88,17.8,6,10,Clicked,Stories,Carousel,0.62
45-54,Male,New York,Hindi,Travel,Desktop,Occasional,79,0.3,10,4,Viewed,Stories,Image,0.62
18-24,Female,Florida,French,Travel,Mobile,Frequent,1,17.1,8,1,Viewed,Messenger,Video,0.08
18-24,Female,Illinois,Chinese,Technology,Tablet,Occasional,81,16.6,9,9,Ignored,Feed,Image,0.61
35-44,Male,Florida,Hindi,Gaming,Mobile,Rare,6,1.8,11,6,Viewed,Messenger,Video,0.13
45-54,Female,California,French,Travel,Desktop,Rare,83,40.4,7,13,Clicked,Stories,Video,0.33
35-44,Female,New York,English,Technology,Mobile,Occasional,23,70.5,6,26,Ignored,Messenger,Video,0.06
55+,Female,California,English,Food,Desktop,Frequent,19,15.2,9,48,Clicked,Messenger,Video,0.46
45-54,Non-binary,Florida,English,Gaming,Mobile,Occasional,30,28.8,5,31,Viewed,Stories,Image,0.8
55+,Male,Florida,Spanish,Food,Tablet,Occasional,18,13.8,16,18,Viewed,Messenger,Image,0.08
35-44,Non-binary,New York,Chinese,Travel,Desktop,Occasional,45,23.1,13,13,Clicked,Messenger,Carousel,0.06
45-54,Non-binary,Illinois,Chinese,Travel,Mobile,Frequent,22,3.6,9,47,Clicked,Messenger,Carousel,0.32
18-24,Non-binary,Illinois,Spanish,Fitness,Desktop,Rare,6,36.5,11,23,Viewed,Stories,Video,0.15
18-24,Female,Florida,Hindi,Food,Tablet,Occasional,9,17.8,10,37,Viewed,Feed,Carousel,0.4
25-34,Female,Texas,English,Food,Tablet,Frequent,84,17.2,11,17,Clicked,Stories,Carousel,0.77
45-54,Female,Florida,Chinese,Technology,Mobile,Rare,87,1.7,9,12,Clicked,Messenger,Carousel,0.06
45-54,Female,Illinois,French,Food,Desktop,Rare,70,16.1,11,5,Clicked,Messenger,Carousel,0.79
45-54,Female,Illinois,English,Travel,Desktop,Frequent,96,17.1,11,39,Ignored,Messenger,Carousel,0.81
25-34,Non-binary,Illinois,Hindi,Fitness,Mobile,Frequent,6,22.8,9,4,Clicked,Feed,Carousel,0.66
55+,Male,Illinois,French,Travel,Tablet,Frequent,36,22.8,13,31,Viewed,Messenger,Image,0.13
55+,Female,Florida,French,Gaming,Tablet,Occasional,60,2.5,7,40,Clicked,Messenger,Image,0.78
55+,Female,Florida,Chinese,Food,Desktop,Frequent,84,103.4,9,45,Ignored,Stories,Image,0.06
35-44,Female,Illinois,Chinese,Food,Desktop,Rare,4,11.8,5,32,Clicked,Messenger,Image,0.57
45-54,Male,Florida,Spanish,Food,Tablet,Rare,47,11.1,8,43,Viewed,Stories,Image,0.27
18-24,Non-binary,California,Hindi,Travel,Mobile,Occasional,5,1.1,10,47,Viewed,Messenger,Carousel,0.76
35-44,Female,New York,Chinese,Food,Mobile,Occasional,69,29.9,9,10,Ignored,Feed,Image,0.76
35-44,Female,New York,Hindi,Gaming,Mobile,Occasional,58,19.3,11,31,Ignored,Stories,Image,0.77
45-54,Non-binary,New York,Hindi,Gaming,Tablet,Occasional,90,35.8,9,1,Clicked,Feed,Image,0.72
18-24,Non-binary,New York,Spanish,Fitness,Tablet,Occasional,55,13.5,8,12,Clicked,Messenger,Image,0.1
25-34,Non-binary,Texas,Hindi,Travel,Tablet,Frequent,67,93,3,11,Clicked,Stories,Carousel,0.8
35-44,Non-binary,Texas,Spanish,Technology,Mobile,Occasional,85,49.3,7,32,Ignored,Messenger,Image,0.68
35-44,Female,Texas,Hindi,Gaming,Tablet,Frequent,62,4.4,10,10,Clicked,Messenger,Carousel,0.99
35-44,Male,Illinois,English,Gaming,Desktop,Occasional,38,118.2,10,33,Clicked,Feed,Video,0.7
25-34,Non-binary,Texas,Spanish,Technology,Mobile,Frequent,37,44,6,22,Ignored,Feed,Image,0.63
18-24,Female,California,Chinese,Fitness,Mobile,Frequent,19,32,15,16,Clicked,Messenger,Image,0.9
35-44,Female,Illinois,Hindi,Gaming,Tablet,Occasional,99,41.8,11,28,Ignored,Messenger,Image,0.36
55+,Male,New York,Hindi,Food,Tablet,Frequent,2,149.2,9,23,Viewed,Feed,Image,0.9
18-24,Male,California,Hindi,Fitness,Mobile,Frequent,46,24.7,14,15,Ignored,Feed,Image,0.17
18-24,Non-binary,California,Spanish,Gaming,Desktop,Rare,50,60.8,14,30,Clicked,Messenger,Carousel,0.75
35-44,Non-binary,Illinois,Chinese,Technology,Desktop,Occasional,31,135.9,13,8,Viewed,Messenger,Image,0.25
35-44,Female,Florida,Hindi,Gaming,Tablet,Frequent,28,5.2,13,2,Clicked,Messenger,Video,0.98
45-54,Non-binary,Florida,English,Technology,Desktop,Frequent,2,2,10,46,Ignored,Stories,Carousel,0.63
18-24,Male,Illinois,Spanish,Gaming,Desktop,Occasional,61,70.7,7,15,Ignored,Feed,Carousel,0.38
18-24,Non-binary,Texas,Spanish,Travel,Tablet,Frequent,37,8.7,10,27,Ignored,Feed,Image,0.68
45-54,Non-binary,New York,French,Technology,Tablet,Occasional,73,1.8,13,14,Ignored,Messenger,Image,0.48
18-24,Female,Texas,Hindi,Gaming,Mobile,Occasional,33,11.7,3,6,Ignored,Stories,Carousel,0.95
25-34,Female,Texas,French,Fitness,Mobile,Occasional,92,10.8,6,21,Viewed,Feed,Video,0.19
25-34,Female,Illinois,Chinese,Food,Tablet,Occasional,71,7.8,13,9,Clicked,Stories,Image,0.35
45-54,Non-binary,New York,Spanish,Fitness,Mobile,Occasional,73,73.5,11,16,Viewed,Feed,Carousel,0.48
18-24,Male,Texas,Chinese,Food,Desktop,Frequent,3,2.5,13,11,Viewed,Feed,Image,0.53
45-54,Female,California,Hindi,Gaming,Mobile,Frequent,41,19.7,12,49,Clicked,Feed,Carousel,0.41
55+,Female,New York,French,Technology,Desktop,Frequent,18,2.2,12,13,Clicked,Messenger,Video,0.38
25-34,Male,Florida,Hindi,Travel,Tablet,Frequent,15,126.4,14,35,Ignored,Stories,Carousel,0.88
35-44,Non-binary,Texas,Hindi,Food,Mobile,Frequent,23,25.9,13,12,Ignored,Stories,Carousel,0.45
45-54,Male,Florida,English,Food,Desktop,Frequent,26,24.6,4,22,Ignored,Feed,Video,0.14
18-24,Male,California,English,Technology,Mobile,Occasional,4,105.5,12,48,Clicked,Stories,Video,0.72
35-44,Male,Illinois,Spanish,Technology,Tablet,Occasional,84,79.6,10,20,Ignored,Stories,Video,0.34
35-44,Male,Texas,Chinese,Food,Tablet,Occasional,13,27.8,3,37,Clicked,Messenger,Video,0.41
35-44,Non-binary,Florida,French,Gaming,Mobile,Occasional,79,55,6,21,Clicked,Feed,Video,0.49
25-34,Male,Florida,Hindi,Fitness,Mobile,Frequent,68,4.1,11,14,Clicked,Messenger,Image,0.29
55+,Female,Illinois,Chinese,Travel,Desktop,Frequent,46,83.7,8,18,Clicked,Stories,Carousel,0
18-24,Female,Florida,Chinese,Travel,Mobile,Rare,96,54.8,10,12,Ignored,Stories,Carousel,0.24
35-44,Male,California,Hindi,Fitness,Desktop,Frequent,69,16.9,9,28,Ignored,Stories,Image,0.91
45-54,Non-binary,Illinois,Spanish,Food,Tablet,Frequent,35,43.7,7,39,Ignored,Feed,Image,0.9
45-54,Non-binary,California,Chinese,Technology,Desktop,Frequent,98,8.2,11,3,Ignored,Stories,Image,0.34
55+,Non-binary,California,Spanish,Food,Desktop,Occasional,8,13.9,15,5,Clicked,Feed,Image,0.49
18-24,Male,Florida,French,Fitness,Mobile,Frequent,76,1.7,8,15,Viewed,Feed,Carousel,0.01
25-34,Female,New York,English,Technology,Desktop,Frequent,98,61.1,7,8,Clicked,Stories,Carousel,0.42
35-44,Male,Florida,French,Gaming,Desktop,Occasional,79,4.8,8,9,Clicked,Messenger,Carousel,0.66
35-44,Non-binary,Illinois,Chinese,Technology,Desktop,Frequent,56,27.2,9,2,Clicked,Stories,Carousel,0.06
25-34,Male,Illinois,Chinese,Food,Tablet,Occasional,4,12.5,14,26,Viewed,Stories,Carousel,0.49
18-24,Female,New York,Chinese,Fitness,Desktop,Frequent,87,81,9,26,Viewed,Stories,Video,0.28
18-24,Female,California,Chinese,Food,Desktop,Frequent,0,29,13,11,Clicked,Messenger,Image,0.18
55+,Non-binary,California,Chinese,Technology,Tablet,Occasional,14,46,7,18,Clicked,Messenger,Video,0.05
45-54,Male,Florida,Hindi,Food,Desktop,Occasional,40,53.2,11,22,Viewed,Stories,Carousel,0.48
55+,Male,New York,English,Travel,Mobile,Occasional,69,17.1,5,8,Viewed,Feed,Video,0.3
35-44,Non-binary,Illinois,Hindi,Food,Desktop,Rare,10,16.6,13,34,Clicked,Feed,Image,0.44
55+,Non-binary,Illinois,English,Food,Mobile,Rare,53,25.6,5,2,Viewed,Stories,Carousel,0.34
45-54,Non-binary,Texas,Hindi,Fitness,Desktop,Rare,80,42,7,49,Clicked,Stories,Image,0.76
18-24,Non-binary,Illinois,English,Fitness,Tablet,Frequent,42,12.9,4,35,Ignored,Feed,Carousel,0.79
35-44,Male,New York,Spanish,Technology,Mobile,Rare,66,20.6,13,8,Viewed,Messenger,Video,0.96
18-24,Male,Illinois,English,Gaming,Desktop,Frequent,4,42.9,7,40,Clicked,Feed,Image,0.95
45-54,Female,Texas,Hindi,Technology,Mobile,Rare,23,9.9,8,15,Clicked,Feed,Video,0.93
35-44,Male,Florida,French,Travel,Tablet,Occasional,23,76.7,10,41,Ignored,Feed,Image,0.15
18-24,Male,Illinois,Hindi,Technology,Mobile,Rare,76,9.3,10,35,Ignored,Stories,Image,0.37
45-54,Female,California,English,Gaming,Mobile,Frequent,64,42,20,22,Clicked,Messenger,Carousel,0.04
45-54,Male,Illinois,Hindi,Travel,Desktop,Occasional,72,19.3,5,37,Viewed,Messenger,Image,0.67
45-54,Male,Texas,English,Fitness,Tablet,Rare,53,19.9,9,42,Viewed,Messenger,Video,0.77
45-54,Non-binary,California,French,Technology,Desktop,Occasional,2,92.1,11,13,Viewed,Messenger,Carousel,0.04
25-34,Non-binary,New York,Hindi,Fitness,Tablet,Rare,47,35.1,10,7,Ignored,Messenger,Video,0.57
35-44,Male,Florida,Chinese,Food,Tablet,Rare,15,24.4,13,38,Ignored,Stories,Video,0.25
25-34,Male,Texas,Hindi,Technology,Desktop,Rare,43,21.8,13,47,Viewed,Feed,Video,0.69
35-44,Female,Texas,Hindi,Fitness,Tablet,Occasional,47,31.1,10,20,Clicked,Feed,Carousel,0.39
35-44,Non-binary,Illinois,English,Technology,Mobile,Frequent,33,40.1,10,11,Clicked,Messenger,Video,0.4
18-24,Non-binary,Texas,French,Food,Mobile,Rare,14,85.1,11,24,Ignored,Stories,Video,0.02
35-44,Female,Illinois,Hindi,Travel,Desktop,Occasional,49,41.1,10,15,Viewed,Messenger,Image,0.59
55+,Non-binary,California,Chinese,Technology,Desktop,Frequent,0,37.3,8,2,Viewed,Messenger,Video,0.94
45-54,Female,California,Hindi,Gaming,Tablet,Frequent,40,3,10,49,Ignored,Feed,Carousel,0.15
55+,Female,California,French,Food,Desktop,Occasional,86,2.7,11,45,Ignored,Stories,Image,0.37
55+,Male,California,English,Fitness,Desktop,Occasional,89,0.1,8,21,Viewed,Feed,Image,0.39
25-34,Male,New York,French,Food,Tablet,Frequent,65,4.3,8,8,Viewed,Messenger,Image,0.7
18-24,Male,Texas,Spanish,Food,Desktop,Rare,75,54.4,6,24,Ignored,Feed,Image,0.99
18-24,Female,Texas,Hindi,Food,Mobile,Occasional,50,18.8,8,15,Viewed,Messenger,Carousel,0.03
25-34,Non-binary,New York,English,Fitness,Mobile,Occasional,93,36.1,12,44,Viewed,Messenger,Video,0.21
55+,Male,Illinois,Spanish,Food,Desktop,Occasional,95,16.5,9,48,Ignored,Stories,Video,0.77
45-54,Male,Florida,English,Technology,Mobile,Occasional,32,15.8,10,28,Ignored,Feed,Image,0.58
18-24,Male,California,French,Gaming,Desktop,Frequent,19,63,13,37,Ignored,Feed,Video,0.07
35-44,Non-binary,Texas,Hindi,Travel,Tablet,Occasional,41,12.6,10,35,Clicked,Messenger,Video,0.12
18-24,Male,Florida,Hindi,Travel,Tablet,Occasional,9,17.3,15,19,Clicked,Feed,Image,0.52
18-24,Non-binary,California,English,Food,Mobile,Frequent,98,8.2,10,8,Ignored,Feed,Carousel,0.3
55+,Male,Florida,French,Gaming,Tablet,Frequent,70,131.9,9,33,Viewed,Messenger,Video,0.75
35-44,Non-binary,Illinois,Spanish,Food,Mobile,Occasional,44,72,10,48,Ignored,Messenger,Carousel,0.48
35-44,Male,New York,Chinese,Travel,Mobile,Occasional,85,0.2,12,41,Ignored,Feed,Carousel,0.82
25-34,Non-binary,New York,French,Technology,Tablet,Occasional,41,19.1,8,43,Viewed,Stories,Carousel,0.79
35-44,Male,California,Spanish,Technology,Tablet,Frequent,93,47,11,41,Clicked,Messenger,Video,0.86
18-24,Female,New York,Chinese,Travel,Desktop,Occasional,28,13.7,13,21,Ignored,Stories,Video,0.46
55+,Male,Texas,English,Travel,Desktop,Occasional,64,61.2,14,15,Ignored,Stories,Image,0.11
18-24,Non-binary,Texas,English,Gaming,Mobile,Occasional,68,53.5,13,3,Ignored,Messenger,Carousel,0.49
55+,Female,Illinois,English,Food,Tablet,Rare,45,34.1,9,34,Viewed,Messenger,Carousel,0.33
35-44,Male,California,French,Fitness,Mobile,Occasional,55,10.2,17,33,Viewed,Feed,Carousel,0.34
18-24,Male,California,French,Technology,Desktop,Occasional,78,15,8,49,Clicked,Stories,Video,0.24
35-44,Female,California,English,Fitness,Tablet,Occasional,85,40,9,32,Viewed,Feed,Image,0.37
35-44,Male,New York,English,Travel,Desktop,Occasional,35,16,6,10,Viewed,Feed,Carousel,0.91
35-44,Non-binary,Illinois,English,Travel,Mobile,Frequent,18,4.4,8,48,Ignored,Messenger,Carousel,0.55
18-24,Non-binary,Florida,Spanish,Gaming,Desktop,Occasional,83,6.5,8,30,Ignored,Feed,Carousel,0.97
45-54,Female,New York,English,Food,Tablet,Occasional,40,25.4,8,14,Viewed,Stories,Image,0.02
45-54,Female,Florida,English,Fitness,Desktop,Rare,41,5.9,10,31,Viewed,Stories,Video,0.99
18-24,Female,Florida,English,Gaming,Mobile,Rare,6,73.7,12,17,Clicked,Feed,Video,0.1
18-24,Male,New York,English,Fitness,Tablet,Occasional,58,71,12,17,Ignored,Stories,Carousel,0.95
25-34,Female,Illinois,English,Gaming,Tablet,Occasional,89,7.8,9,42,Ignored,Stories,Carousel,0.58
45-54,Male,Texas,French,Travel,Mobile,Occasional,52,122.9,15,26,Viewed,Stories,Video,0.79
18-24,Male,New York,French,Gaming,Tablet,Rare,91,27.4,12,45,Viewed,Feed,Carousel,0.12
35-44,Non-binary,Florida,English,Fitness,Desktop,Frequent,69,2.3,5,45,Clicked,Stories,Image,0.69
45-54,Female,Florida,Spanish,Fitness,Mobile,Frequent,94,34.1,9,34,Ignored,Feed,Image,0.43
55+,Non-binary,Florida,English,Gaming,Desktop,Frequent,10,25.8,9,10,Clicked,Stories,Carousel,0.54
25-34,Non-binary,Illinois,Hindi,Food,Mobile,Frequent,70,13.9,10,18,Ignored,Messenger,Carousel,0.77
55+,Male,Texas,English,Travel,Desktop,Frequent,4,7.5,7,21,Clicked,Messenger,Image,0.31
25-34,Male,Texas,Hindi,Fitness,Desktop,Occasional,54,16.1,11,37,Ignored,Feed,Carousel,0.38
35-44,Male,Illinois,Spanish,Technology,Tablet,Rare,71,25.6,5,12,Ignored,Stories,Image,0.01
18-24,Female,California,Hindi,Gaming,Tablet,Occasional,66,5.3,8,34,Ignored,Feed,Image,0.79
35-44,Non-binary,California,English,Travel,Desktop,Occasional,62,55.9,14,18,Viewed,Messenger,Carousel,0.14
25-34,Non-binary,California,French,Gaming,Tablet,Frequent,97,36.5,13,40,Viewed,Messenger,Video,0.38
18-24,Non-binary,Texas,French,Gaming,Mobile,Frequent,19,3,6,3,Clicked,Messenger,Image,0.71
55+,Non-binary,New York,French,Food,Mobile,Occasional,51,11.9,11,42,Ignored,Feed,Video,0.14
45-54,Female,Texas,Hindi,Technology,Mobile,Rare,95,2.5,16,26,Clicked,Stories,Carousel,0.66
35-44,Male,Illinois,Spanish,Food,Mobile,Occasional,83,29.2,10,4,Ignored,Messenger,Image,0.32
35-44,Female,Texas,Spanish,Travel,Desktop,Occasional,65,49.5,8,12,Ignored,Feed,Video,0.15
18-24,Male,California,French,Fitness,Desktop,Occasional,35,22.8,10,12,Clicked,Feed,Image,0.45
35-44,Female,California,French,Technology,Desktop,Rare,13,11.3,6,11,Clicked,Feed,Video,0.92
25-34,Female,Florida,English,Fitness,Tablet,Occasional,93,6.3,8,12,Clicked,Stories,Video,0.46
